Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,3733198,3751492,3773092,3795380,3824801,3861815,3899462,3930082,3952428,3979808,4015732,4041051,4049717,4052839,4060635,4073026,4084465,4095905,4104967,4111067,4116463,4118282,4117482,4116409,4117798,4123069,4132074,4146113,4165967,4194722,4227935,4257253,4282520,4307573,4338418,4361478,4368790,4371768,4374858,4379212,4387548,4400990,4417334,4436191,4456490,4477600,4506563,4544182,4583997,4627482,4671177,4710414,4748979,4792726,4843615,4897969,4962512,5032184,5093124,5150312,
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,163110,166449,169839,173392,177244,181505,186248,191427,196928,202566,208216,213835,219497,225351,231614,238446,245875,253878,262381,271299,280552,290096,299934,310106,320653,331577,342871,354454,366178,377876,389377,400569,411398,421908,432182,442225,452147,461807,470668,478046,483484,486799,488286,488597,488676,489233,490495,492380,494963,498235,502184,506889,512380,518537,525208,532233,539592,547251,555041,562789,
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,20380,21009,21621,22226,22835,23469,24124,24791,25466,26149,26841,27463,28208,28711,29290,30007,30627,31253,31413,31662,31937,32327,32534,32509,32698,32933,33076,34414,34440,34554,34675,35133,35323,36123,37138,37707,38246,38662,39377,40107,40424,40421,41642,41175,41082,41404,42511,43032,44353,44836,46317,45210,45653,46440,47082,48073,48673,49240,49683,50107,
Syria,SYR,"Population, male",SP.POP.TOTL.MA.IN,2337865,2410785,2486291,2564699,2646431,2731856,2821052,2914042,3011032,3112238,3217838,3328141,3443198,3562551,3685568,3811886,3941004,4073355,4210610,4355081,4508218,4670739,4841670,5018749,5198822,5379521,5560115,5741103,5922870,6106246,6291884,6479548,6669025,6861007,7056405,7255800,7460387,7669952,7882062,8093332,8301811,8497196,8679640,8869259,9093931,9368282,9712215,10105803,10476297,10724714,10785044,10633308,10305736,9871955,9432638,9065976,8783748,8578427,8484551,8554552,
Turks and Caicos Islands,TCA,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,1466809,1495263,1524888,1555393,1586383,1617636,1648872,1680313,1712843,1747658,1785552,1827088,1871837,1918388,1964753,2009591,2052580,2094484,2136445,2180102,2226800,2276768,2330097,2387794,2451026,2520574,2597186,2680649,2769709,2862478,2957699,3055074,3155305,3259252,3368209,3483212,3604173,3731042,3864963,4007319,4158930,4320596,4491583,4669286,4850106,5031497,5212281,5393326,5576712,5765509,5961894,6166546,6378519,6596368,6817946,7041736,7267239,7495009,7725735,7960519,
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, male",SP.POP.TOTL.MA.IN,451586357,450986790,456780118,468398620,479811212,491701196,505382087,518567889,532235003,546783934,561823969,577221817,591752381,605819110,619128634,631207194,642350724,652694420,663028737,673510251,683800529,694434644,706253494,718133616,729486583,741246557,753842120,767242753,780815202,794027095,806883530,819130485,830538658,841486001,852345649,862995349,873468078,883835550,893843167,903284270,912244099,920818291,929037837,936964548,944723882,952473755,960052442,967409376,974715293,981928477,989044799,996134952,1003274600,1010434824,1017635612,1024784481,1032095218,1039459933,1046019950,1051811919,
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,143143253,145550907,147963654,150402945,152838215,155174666,157171823,159227293,161233026,163168946,165030358,166879462,168790020,170700589,172632475,174590315,176631519,178648801,180622694,182583118,184586468,186621526,188599342,190568274,192657203,194743323,196820282,198895484,200875464,202643967,203936927,205005566,205839261,206536159,206942090,207085618,207208717,207340310,207477588,207499092,207297172,207006926,206771741,206756350,206839517,206958846,207140737,207396822,207857403,208674689,209593950,210692805,211813328,213065159,214328217,215615051,216864218,218027774,219066735,220025356,
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,778785,787261,794867,804349,819407,842497,874895,915207,959920,1004037,1043945,1078682,1109357,1136986,1163396,1190085,1216836,1243611,1272275,1305209,1343976,1389381,1440661,1495880,1552211,1607500,1661564,1714818,1766411,1815507,1861741,1904211,1943637,1983262,2027528,2079499,2140662,2209805,2284044,2359066,2431835,2501365,2568801,2635675,2704397,2776698,2852940,2932483,3014909,3099476,3185635,3273347,3362736,3453578,3545610,3638656,3732598,3827461,3923401,4020649,
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,13719104,14133887,14563463,15007725,15466518,15939469,16425440,16923384,17432987,17954046,18485677,19027369,19576666,20128308,20675660,21213568,21739997,22254807,22757162,23246899,23724091,24186586,24634205,25071461,25504683,25937802,26374120,26810826,27238465,27643903,28018393,28357001,28664303,28952661,29239705,29537663,29851277,30175295,30499704,30809663,31094461,31351474,31584240,31795665,31990800,32173692,32344447,32502591,32650961,32793032,32931277,33067053,33199858,33327953,33448526,33559464,33660410,33751846,33833419,33904846,
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,1015092,1050915,1089401,1130007,1171927,1214522,1257693,1301513,1345853,1390583,1435629,1480979,1526683,1572863,1619700,1667379,1715906,1765449,1816560,1869944,1926123,1984908,2046093,2110082,2177368,2248009,2322471,2399894,2477461,2551431,2619152,2679656,2733814,2783133,2829988,2876273,2922414,2968364,3014978,3063178,3113729,3167149,3223705,3283543,3346675,3413088,3482962,3556470,3633539,3714034,3797836,3884698,3974542,4067682,4164567,4265341,4370135,4478317,4588293,4697950,
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,781756,808741,836735,865472,894634,924004,953419,982911,1012627,1042830,1073710,1105281,1137469,1170181,1203296,1236713,1270502,1304701,1339189,1373796,1408462,1443127,1477970,1513497,1550353,1589002,1629270,1671000,1714728,1761133,1810468,1863187,1918482,1973774,2025650,2071646,2110941,2144273,2172830,2198501,2222834,2246150,2268458,2290684,2313876,2338885,2366012,2395433,2427691,2463293,2502515,2545631,2592293,2641299,2690989,2740072,2788087,2835085,2880944,2925686,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,104679960,107609890,110620682,113702134,116840541,120024924,123252627,126522592,129828339,133162838,136522006,139900643,143301074,146735746,150222224,153772372,157388654,161066211,164800617,168584404,172410382,176275713,180176891,184102983,188041775,191983385,195922379,199855916,203780124,207691844,211587897,215461381,219308630,223133527,226944106,230744910,234538791,238318771,242067706,245759432,249379201,252913253,256364622,259749730,263097967,266428609,269746048,273045051,276322677,279572944,282738705,285950144,289125277,292262908,295359465,298411899,301416970,304374525,307289044,310177862,
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,240793,245046,249497,254133,258922,263845,268756,273640,278686,284177,290246,297209,304803,311936,317126,319410,318275,314317,309160,305074,303701,305637,310395,317228,324914,332579,339922,347226,354813,363199,372681,383504,395329,407172,417696,426030,431655,435060,437557,441022,446775,455302,466119,478390,490871,502612,513416,523589,533317,542938,552745,562707,572766,583033,593657,604743,616337,628410,640852,653506,
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, male",SP.POP.TOTL.MA.IN,49418111,50730075,52071539,53449306,54873043,56349372,57884526,59475849,61110235,62769195,64441541,66124022,67827617,69573160,71389259,73298256,75304112,77405782,79613662,81938639,84386297,86957352,89643880,92430690,95296871,98222977,101200843,104220118,107255525,110277188,113261060,116199714,119088858,121912891,124655673,127308766,129862768,132327330,134737385,137141353,139575772,142058211,144585163,147146895,149724609,152307421,154889979,157486658,160129206,162860019,165707189,168688322,171789466,174969048,178167457,181343126,184471316,187567124,190675990,193888878,
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,31262,32377,33693,35125,36564,37928,39203,40390,41472,42408,43200,43801,44237,44563,44874,45231,45667,46158,46654,47073,47360,47500,47528,47489,47451,47469,47568,47716,47902,48089,48229,48328,48401,48463,48551,48686,48885,49123,49394,49649,49868,50038,50151,50263,50425,50650,50988,51409,51820,52086,52133,51901,51450,50925,50521,50373,50549,50995,51612,52284,
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,296606875,302920977,309464634,316235235,323229360,330444308,337882951,345545866,353426067,361514175,369805809,378297177,386996958,395928903,405124871,414608276,424382233,434440779,444785799,455416980,466329900,477527759,488999756,500709575,512609486,524663951,536845843,549156497,561622353,574285678,587170082,600279512,613580337,627012683,640496536,653970587,667397717,680777505,694128959,707488716,720875374,734287655,747687250,761011105,774177253,787123246,799833033,812311733,824546675,836530398,848264329,859733858,870902058,881958257,892949134,903928229,914935155,925937896,936914659,947832130,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, male",SP.POP.TOTL.MA.IN,112697441,115361770,118129529,121002745,123983061,127073074,130275840,133596796,137044747,140630111,144362317,148243683,152278401,156474494,160841792,165387074,170115354,175025735,180107247,185350483,190743656,196280476,201963912,207804061,213818311,220014076,226397841,232963356,239686916,246541925,253507724,260584171,267779374,275100133,282560629,290168781,297937091,305875319,313998359,322327868,330879743,339664076,348697136,358006396,367627748,377588320,387900099,398563939,409582256,420949865,432664613,444723180,457127729,469861454,482904637,496240705,509863273,523767049,537932967,552344837,
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,425529,433588,440416,446099,450836,454817,458008,460493,462795,465577,469323,474254,480281,487120,494332,501579,508750,515941,523276,530971,539131,547800,556817,565827,574344,582049,588775,594601,599679,604272,608568,612631,616406,619805,622669,624917,626518,627600,628424,629383,630740,632622,634969,637657,640469,643246,645929,648591,651347,654370,657759,661550,665647,669869,673959,677715,681087,684087,686710,688984,
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,2082122,2114790,2152025,2193113,2236824,2282244,2329307,2378378,2429445,2482509,2537600,2594835,2654197,2715530,2778603,2843336,2909340,2976898,3047423,3122863,3204430,3292691,3386790,3484728,3583703,3681622,3777305,3870980,3963613,4056817,4151506,4248007,4344994,4439725,4528551,4608864,4680007,4742750,4797733,4846147,4889170,4926601,4959024,4989402,5021587,5058299,5101129,5149485,5201270,5253209,5303033,5349838,5394727,5439791,5488087,5541625,5601123,5665354,5732044,5797979,
Turkey,TUR,"Population, male",SP.POP.TOTL.MA.IN,13692632,14021104,14355672,14696916,15045655,15402595,15767534,16140610,16523261,16917300,17323819,17743665,18175924,18617713,19065031,19515020,19965707,20417758,20874096,21339067,21815316,22303791,22801877,23304392,23804245,24296183,24778751,25252941,25718937,26177682,26630265,27075877,27514969,27951499,28390751,28836439,29289965,29750113,30214694,30680242,31144047,31608455,32074318,32535902,32985599,33419608,33832700,34230796,34634721,35072771,35564244,36113020,36709561,37342505,37994585,38650060,39310492,39971036,40601888,41173713,
Tuvalu,TUV,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,4942339,5090024,5242912,5401235,5565288,5735393,5911497,6093894,6283750,6482529,6691195,6910477,7139952,7378083,7622668,7872172,8126088,8385130,8650475,8923849,9206559,9499525,9802602,10114798,10434582,10761207,11092427,11429266,11777945,12146918,12541231,12965687,13415889,13876558,14326618,14751856,15146230,15516895,15879147,16255118,16661172,17102689,17575958,18077288,18599658,19138136,19692656,20266222,20860448,21477632,22119461,22786108,23477076,24192462,24932240,25696136,26484484,27296698,28130445,28980622,
Uganda,UGA,"Population, male",SP.POP.TOTL.MA.IN,3365976,3473420,3588505,3710558,3838483,3971236,4109282,4252216,4397083,4540039,4678592,4811482,4940196,5068479,5201673,5343763,5496394,5658960,5830641,6009754,6195277,6386688,6585140,6793168,7014160,7250254,7502487,7769377,8047420,8331700,8618540,8907599,9199688,9493773,9788942,10085060,10380982,10678219,10982685,11302329,11642816,12007396,12394686,12800061,13216405,13639034,14067537,14505222,14955711,15424120,15914820,16425456,16956322,17517337,18121390,18775711,19486595,20246144,21030004,21807169,
Ukraine,UKR,"Population, male",SP.POP.TOTL.MA.IN,19033014,19324501,19610139,19886527,20149424,20395975,20624355,20835708,21033903,21224604,21411885,21597319,21779689,21956978,22125989,22284531,22432041,22569829,22699896,22825058,22947355,23086694,23183858,23290146,23403871,23508824,23625842,23753482,23896643,24048170,24132217,24205579,24292083,24316724,24203259,24015717,23802760,23582089,23364355,23134836,22891198,22639108,22411677,22215737,22030581,21849553,21678674,21523694,21382516,21268374,21173122,21096145,21051832,21017385,20931533,20889479,20829908,20756848,20665692,20560382,
Upper middle income,UMC,"Population, male",SP.POP.TOTL.MA.IN,618827646,621921515,631493189,646960204,662276251,678103772,695451443,712336140,729739108,748054962,766881122,786091709,804458197,822416179,839718989,855903297,871373919,886173126,901037653,916097664,930996233,946211334,962575558,978976355,994963488,1011376046,1028617087,1046655408,1064760610,1082243969,1098875523,1114870576,1129722801,1143871525,1157774112,1171311948,1184664666,1197890336,1210754185,1223013325,1234749700,1246050533,1256994029,1267688888,1278213384,1288668622,1298886910,1308911558,1319031086,1329350706,1339628512,1350232335,1361172129,1372290649,1383440816,1394393749,1405328853,1416120088,1425872284,1434716424,
Uruguay,URY,"Population, male",SP.POP.TOTL.MA.IN,1270262,1285751,1300894,1315606,1329847,1343531,1356784,1369436,1380817,1390050,1396583,1400094,1401013,1400542,1400354,1401679,1404929,1409837,1416056,1422942,1430035,1437334,1444998,1452876,1460797,1468619,1476218,1483625,1491166,1499285,1508283,1518156,1528702,1539700,1550864,1561908,1572947,1583840,1593744,1601579,1606659,1608562,1607737,1605385,1603179,1602406,1603454,1606044,1609858,1614283,1618887,1623615,1628651,1633982,1639654,1645670,1652000,1658580,1665268,1671890,
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,89513346,90976431,92357695,93666285,94937051,96077912,97122939,98100687,98994322,99883728,100988387,102229271,103303479,104276325,105209403,106212123,107166230,108174523,109248279,110394933,111417847,112504755,113594864,114662901,115679075,116710474,117773586,118794437,119837998,120949735,122325569,124003925,125794343,127540992,129197874,130826150,132432633,134108786,135749655,137383155,138983981,140427831,141795060,143072568,144449661,145826206,147268698,148697409,150129032,151473510,152764106,153910331,155084590,156207397,157397705,158591855,159761286,160791853,161644928,162417882,
Uzbekistan,UZB,"Population, male",SP.POP.TOTL.MA.IN,4094408,4237403,4387377,4545438,4712986,4890594,5079366,5277860,5480998,5681944,5875966,6060787,6238221,6412622,6590495,6776529,6972098,7175658,7385485,7598712,7813272,8028800,8246062,8465510,8687908,8913789,9142333,9373068,9607157,9846235,10146167,10375181,10633956,10891637,11119057,11329924,11553093,11774223,11964166,12091567,12257559,12411094,12561063,12705496,12851126,13000867,13161235,13352012,13571245,13805960,14205332,14596073,14817043,15055008,15316098,15590813,15869714,16144643,16432782,16748844,
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,37958,38490,38966,39395,39822,40266,40737,41228,41743,42264,42800,43341,43887,44456,45030,45626,46245,46872,47501,48113,48695,49242,49747,50232,50715,51200,51703,52201,52680,53101,53447,53696,53873,53986,54061,54114,54151,54184,54206,54238,54298,54389,54507,54645,54769,54870,54939,54981,55010,55050,55099,55178,55259,55358,55465,55588,55705,55842,55977,56095,
Venezuela ,VEN,"Population, male",SP.POP.TOTL.MA.IN,4146694,4296718,4449758,4605897,4765233,4927779,5093759,5263028,5434861,5608255,5782562,5957423,6133226,6311037,6492354,6678250,6869157,7064746,7264359,7466993,7671956,7878807,8087795,8299688,8515602,8736198,8961681,9191304,9423594,9656532,9888592,10119181,10348429,10576310,10803021,11028718,11252924,11475384,11696754,11918002,12139609,12361648,12583312,12803181,13019378,13230357,13431384,13621335,13806138,13994396,14189755,14405869,14635477,14837101,14954491,14953215,14808192,14547061,14252274,14045228,
British Virgin Islands,VGB,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Population, male",SP.POP.TOTL.MA.IN,16112,17034,17416,19847,20376,21756,23134,24608,27922,30204,31727,35354,37888,41591,44282,46329,46955,45317,46471,46471,48089,48221,48415,48680,48934,49109,49221,49293,49335,49371,50763,51117,51469,51790,52055,52221,52291,52368,52431,52442,52459,52424,52431,52451,52437,52402,52296,52176,52089,51974,51854,51754,51655,51551,51449,51327,51204,51051,50881,50679,
Vietnam,VNM,"Population, male",SP.POP.TOTL.MA.IN,16149011,16645715,17153023,17670322,18197529,18733967,19279847,19832900,20387111,20934772,21470760,21993246,22504822,23010490,23517600,24032235,24555184,25086964,25633117,26200198,26792653,27412437,28057871,28724984,29407698,30100921,30801175,31507143,32218097,32934021,33653286,34376121,35097094,35802201,36473470,37098192,37672037,38198805,38684454,39138824,39570482,39980554,40370761,40751416,41135162,41531528,41944870,42374928,42820597,43278675,43746364,44223279,44709435,45202498,45699512,46197463,46695419,47191019,47678087,48151351,
Vanuatu,VUT,"Population, male",SP.POP.TOTL.MA.IN,32874,33845,34843,35885,36992,38190,39468,40821,42247,43707,45191,46691,48201,49734,51302,52904,54553,56226,57904,59512,61032,62447,63781,65060,66342,67666,69034,70432,71921,73559,75380,77434,79677,82006,84234,86271,88061,89647,91151,92766,94608,96731,99097,101625,104210,106762,109256,111732,114275,116984,119930,123152,126609,130227,133908,137574,141207,144819,148422,152038,
World,WLD,"Population, male",SP.POP.TOTL.MA.IN,1515921393,1536547488,1563348599,1596377986,1629575368,1663457185,1698958266,1734096380,1769708704,1807492336,1845698417,1885028822,1923739442,1962004364,2000601744,2038314838,2075108771,2111795832,2149082288,2187302084,2225861709,2265411240,2306469778,2347893397,2389199262,2431337216,2474824252,2519473400,2564619526,2609723550,2655495559,2700133734,2742728959,2785854541,2828487249,2871495036,2913309837,2954902546,2996097061,3036779116,3077197820,3117479614,3157748156,3198122067,3238801180,3279746735,3321073713,3362626299,3404755651,3446763386,3488481233,3529420303,3571168420,3613317870,3655832965,3698484089,3741495619,3784284645,3826122355,3867274832,
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,55134,56849,58680,60579,62506,64422,66322,68194,69976,71576,72940,74060,74936,75636,76242,76804,77349,77862,78376,78930,79538,80233,81006,81800,82530,83130,83587,83925,84212,84537,84984,85565,86270,87030,87775,88445,89029,89544,90006,90445,90882,91318,91760,92204,92655,93132,93626,94139,94686,95296,95982,96766,97623,98505,99330,100039,100603,101058,101485,102006,
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen, YEM,"Population, male",SP.POP.TOTL.MA.IN,2656982,2693727,2732048,2771297,2810568,2849276,2887931,2927081,2966365,3005280,3043956,3081991,3120957,3165301,3220853,3291852,3380274,3485258,3604616,3734774,3873127,4020362,4177736,4343964,4517426,4697668,4880874,5068667,5272246,5506852,5781776,6103158,6463330,6840804,7205812,7537194,7826988,8082124,8314684,8543576,8782915,9035619,9298006,9569771,9849047,10134478,10426556,10726486,11034172,11349363,11671586,12000932,12336652,12676360,13016977,13356200,13692908,14027304,14360016,14692284,
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,8525732,8731345,8945521,9168473,9400375,9641348,9891206,10149952,10418101,10696290,10984783,11284640,11595248,11913332,12234403,12555654,12874486,13192748,13517440,13858332,14221868,14611322,15023014,15447944,15873317,16290022,16693181,17085558,17474804,17872449,18285908,18717917,19162963,19610218,20044657,20455346,20839577,21200409,21539952,21862380,22171604,22468021,22752951,23032766,23315480,23607462,23910122,24223887,24552622,24900458,25269500,25662236,26076059,26501359,26924942,27337003,27733742,28116850,28488734,28859303,
Zambia,ZMB,"Population, male",SP.POP.TOTL.MA.IN,1527772,1573985,1621427,1670365,1721161,1774139,1829374,1886929,1947124,2010310,2076760,2146674,2220036,2296627,2376079,2458157,2542606,2629559,2719551,2813363,2911436,3013820,3119984,3229051,3339833,3451328,3563666,3676742,3789154,3899144,4005701,4107927,4206770,4305387,4408100,4518042,4636689,4763170,4895280,5029665,5164035,5298111,5433269,5570859,5712850,5860926,6015062,6175514,6344548,6524940,6718511,6926467,7147839,7379525,7617042,7857167,8098792,8342800,8590330,8843212,
Zimbabwe,ZWE,"Population, male",SP.POP.TOTL.MA.IN,1883109,1947121,2014031,2083601,2155405,2229216,2304837,2382497,2462906,2547018,2635479,2728954,2827170,2928742,3031719,3134875,3237297,3339964,3445791,3558850,3681890,3815065,3956835,4106010,4260755,4419103,4580838,4744373,4904607,5055062,5190949,5310051,5412862,5500681,5576101,5641138,5697077,5743643,5779686,5803384,5814301,5812023,5799657,5784699,5776947,5783687,5807508,5847399,5902457,5970365,6049022,6139112,6240524,6349211,6459901,6568772,6674231,6777124,6879217,6983351,
